id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:phytoplasma infection?
7151610,6462cd6c-3696-45d8-94b7-2c28233e22db,2017-07-21 5:04:13 PM EDT,42937,2017-07-21 21:04:13 UTC,Eastern Time (US & Canada),541284,tys_rbg,Tys Theijsmeijer,2017-07-22 01:22:16 UTC,2018-04-20 23:41:52 UTC,research,CC-BY,https://www.inaturalist.org/observations/7151610,https://inaturalist-open-data.s3.amazonaws.com/photos/9209928/medium.jpeg,,,,2,0,FALSE,2,"Captain Cootes Trail Dundas, ON L9H 5Y6 Canada",43.28222275,-79.90555573,,,,,,,,FALSE,gps,gps,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7254523,d5dcc061-ed10-4d5c-91f6-000fd85f11e1,2010/04/24 10:59 AM CDT,40292,2010-04-24 15:59:00 UTC,Central Time (US & Canada),536114,cynthia_r,Cynthia Roebuck,2017-07-29 00:01:28 UTC,2019-10-30 22:56:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7254523,https://inaturalist-open-data.s3.amazonaws.com/photos/9372786/medium.jpeg,,,SANYO DIGITAL CAMERA,1,0,FALSE,,"Fayette City, PA, USA",40.1003509,-79.840601,942,,,,942,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7259877,a3c8e25a-75b7-4c76-81f3-df37d3ca5e1c,40319,40319,,Central Time (US & Canada),536114,cynthia_r,Cynthia Roebuck,2017-07-29 11:48:29 UTC,2019-10-30 19:35:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7259877,https://inaturalist-open-data.s3.amazonaws.com/photos/9381300/medium.jpg,,,,1,0,FALSE,,"W Bend Rd, East Millsboro, PA 15433, USA",39.9681787,-79.9787595,188,,,,188,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7272552,0efece2d-9714-405a-8328-6c20791fe3f6,Thu May 11 2017 08:11:13 GMT-0500 (CDT),42866,2017-05-11 13:11:13 UTC,Central Time (US & Canada),533261,jmn,Jason Newton,2017-07-30 04:06:27 UTC,2019-10-30 19:35:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7272552,https://inaturalist-open-data.s3.amazonaws.com/photos/9401523/medium.jpg,,,,1,0,FALSE,3,"500 Headlands, Mackinaw City, MI, US",45.78732833,-84.77334667,,,,,,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7279528,22329a26-c25a-4adf-8ffb-55e7d46801a7,2017-05-15 8:36:48 PM EDT,42870,2017-05-16 00:36:48 UTC,Eastern Time (US & Canada),542351,scinerdjenn,JennD,2017-07-30 17:29:25 UTC,2019-10-30 19:35:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7279528,https://inaturalist-open-data.s3.amazonaws.com/photos/9412866/medium.jpg,,,,2,0,FALSE,2,"159 Ashgrove Avenue Brantford, ON N3R 7C6 Canada",43.18805009,-80.25719997,129,,,,129,,,FALSE,gps,gps,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7302151,c2c04779-3e1b-4cad-a553-3e31a7531a82,42149.94583,42149,2015-05-26 01:42:00 UTC,Atlantic Time (Canada),115572,laura_foy,Laura Foy,2017-08-01 02:46:21 UTC,2023-06-29 02:19:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7302151,https://inaturalist-open-data.s3.amazonaws.com/photos/9449631/medium.jpg,,,,2,0,FALSE,,"LaSalle, ON, Canada",42.24063138,-83.04889441,15,,,,15,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,Yes
7314452,1ce78c14-fa5a-4d4b-9ae8-29df08fcc1d4,2017/07/05 10:43 AM CDT,42921,2017-07-05 15:43:00 UTC,Central Time (US & Canada),132961,thesnaguy,,2017-08-02 01:57:56 UTC,2017-08-02 02:13:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7314452,https://inaturalist-open-data.s3.amazonaws.com/photos/9470170/medium.jpg,,,,1,0,FALSE,,"White Lake, WI 54491, USA",45.2282934,-88.7694098,183,,,,183,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7331868,7a05d196-ad43-45f0-adbd-703f6f6968bd,2017/04/18 12:11 PM EDT,42843,2017-04-18 16:11:00 UTC,Eastern Time (US & Canada),268102,ricki-redtail,Ricki Redtail,2017-08-03 12:20:07 UTC,2019-10-30 22:56:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7331868,https://inaturalist-open-data.s3.amazonaws.com/photos/9498737/medium.jpeg,,,,1,0,FALSE,,"Blue Ridge Parkway, US-NC, US",36.14614411,-81.65826517,244,,,,28592,,obscured,TRUE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7345669,5147d50f-2ad7-4351-85a2-07a69fac3d41,2017/08/02 10:31 AM EDT,42949,2017-08-02 14:31:00 UTC,Eastern Time (US & Canada),437461,donaldasutherland,Don Sutherland,2017-08-04 12:39:33 UTC,2024-10-20 03:47:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7345669,https://inaturalist-open-data.s3.amazonaws.com/photos/9520902/medium.jpeg,,,,1,0,FALSE,,"Peterborough County, ON, Canada",44.50895833,-78.09455167,2,,,,2,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7350875,39a8a051-8317-4c5d-bedf-13c9b4ed4dc1,2017/08/04 12:52 PM EDT,42951,2017-08-04 16:52:00 UTC,Eastern Time (US & Canada),437461,donaldasutherland,Don Sutherland,2017-08-04 20:11:14 UTC,2017-11-22 02:46:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7350875,https://inaturalist-open-data.s3.amazonaws.com/photos/9528627/medium.jpeg,,, in hemlock-cedar woods,2,0,FALSE,,"Peterborough, Ontario, Canada",44.25444167,-78.20520667,,,,,,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7387136,1b40ff74-d737-4b4c-9d85-9542b90c5586,2017/07/02 12:27 PM CDT,42918,2017-07-02 17:27:00 UTC,Central Time (US & Canada),132961,thesnaguy,,2017-08-07 02:17:32 UTC,2024-10-20 03:47:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7387136,https://inaturalist-open-data.s3.amazonaws.com/photos/9587164/medium.jpg,,,,2,0,FALSE,,"Blue Jay Lane, Long Lake, WI 54542, USA",46.0153916,-88.535893,182,,,,182,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7444398,0ed5eefc-62d7-40f7-b7da-8bfeabbd121f,2017-05-16 2:38:04 PM EDT,42871,2017-05-16 18:38:04 UTC,Eastern Time (US & Canada),13445,johnnycanuck,John Gerrath,2017-08-11 05:36:58 UTC,2023-06-29 02:17:00 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7444398,https://inaturalist-open-data.s3.amazonaws.com/photos/9680013/medium.jpeg,,,Around Van Atta Rd. parking lot of Ted Black Woods.,3,0,FALSE,2,"4714 Van Atta Road Okemos, MI 48864 USA",42.7191658,-84.37805176,,,,,,,,FALSE,gps,gps,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,Yes
7470350,1ac6278a-15ae-45c7-8cfe-f1bbad86dda6,2017/07/16 12:03 PM EDT,42932,2017-07-16 16:03:00 UTC,Eastern Time (US & Canada),473397,brianbarkley,,2017-08-13 02:46:53 UTC,2017-11-22 02:43:12 UTC,research,CC-BY-NC,http://inaturalist.ca/observations/7470350,https://inaturalist-open-data.s3.amazonaws.com/photos/9722377/medium.jpg,,,,2,0,FALSE,,"Leeds and Grenville, Ontario, Canada",44.4921875,-76.01913194,,,,,,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7501856,424b61ab-581f-40bb-a848-63b05ccbe9af,2017/07/05 12:39 PM CDT,42921,2017-07-05 17:39:00 UTC,Central Time (US & Canada),132961,thesnaguy,,2017-08-15 02:29:08 UTC,2019-10-28 23:38:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7501856,https://inaturalist-open-data.s3.amazonaws.com/photos/9772858/medium.jpg,,,,3,0,FALSE,,"Bay Shore Rd, Athelstane, WI 54104, USA",45.4627219,-88.4390419,1877,,,,1877,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7556662,511f4cd4-2d5c-467a-87ed-90b10a48135b,2017/04/26 10:07 AM EDT,42851,2017-04-26 14:07:00 UTC,Eastern Time (US & Canada),566241,ganeish,Gordon Neish,2017-08-19 16:33:26 UTC,2019-10-30 22:56:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7556662,https://inaturalist-open-data.s3.amazonaws.com/photos/9864040/medium.jpg,,,,2,0,FALSE,,"Middlesex County, ON, Canada",42.88078,-81.47751667,,,,,,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7610527,277e1d05-8903-4ccd-97b5-39a7421cb35c,2017/07/04 3:28 PM CDT,42920,2017-07-04 20:28:00 UTC,Central Time (US & Canada),132961,thesnaguy,,2017-08-23 00:21:36 UTC,2024-10-20 03:47:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7610527,https://inaturalist-open-data.s3.amazonaws.com/photos/9947347/medium.jpg,,"county forest, county-owned sna, flower, green, langlade county, langlade county forest, large-flowered trillium, lawrence lake sna, nikon, nikon 105mm f/2.8 g af-s macro 1:1 vr, nikon d3300, plant, sna #404, trillium grandiflorum, white, wisconsin, wisconsin state natural area",,1,0,FALSE,,"Langlade County, WI, USA",45.25737991,-88.98369519,183,,,,183,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7625914,777893f0-99ef-4323-99e4-9245570686a8,2017/07/03 1:51 PM CDT,42919,2017-07-03 18:51:00 UTC,Central Time (US & Canada),132961,thesnaguy,,2017-08-24 02:03:35 UTC,2024-10-20 03:47:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7625914,https://inaturalist-open-data.s3.amazonaws.com/photos/9970545/medium.jpg,,,,1,0,FALSE,,"Forest Rd 2379, Crandon, WI 54520, USA",45.6013971,-88.7888749,183,,,,183,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7629287,0716eaf7-a1c9-415a-8eeb-b4e247d02ba1,2017/07/02 2:15 PM CDT,42918,2017-07-02 19:15:00 UTC,Central Time (US & Canada),132961,thesnaguy,,2017-08-24 10:59:18 UTC,2024-10-20 03:47:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7629287,https://inaturalist-open-data.s3.amazonaws.com/photos/9976169/medium.jpg,,,,1,0,FALSE,,,,,1108,,,,27079,private,,TRUE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7631608,3021b24f-b0d7-4c1e-bf85-f1a051bde379,2008/07/16 2:27 PM EDT,39645,2008-07-16 18:27:00 UTC,Eastern Time (US & Canada),438540,jmausmus,Jeff,2017-08-24 15:46:57 UTC,2022-09-08 02:12:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7631608,https://inaturalist-open-data.s3.amazonaws.com/photos/9979966/medium.jpeg,,,,1,0,FALSE,,United States,41.98145113,-83.45983467,122,,,,27723,obscured,open,TRUE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7638084,44722b52-673e-4727-bc8a-fefab721e29b,2017/04/11 8:25 AM EDT,42836,2017-04-11 12:25:00 UTC,Eastern Time (US & Canada),599799,themadcollector13,Shawn,2017-08-24 23:29:59 UTC,2019-10-30 22:56:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7638084,https://inaturalist-open-data.s3.amazonaws.com/photos/9989969/medium.jpeg,,,,1,0,FALSE,,"Dickenson County, VA, USA",37.2828759,-82.29224314,626,,,,626,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7638937,873d15f6-54ee-4d06-bbec-ce7474d0bdd4,2017/04/04 12:44 PM EDT,42829,2017-04-04 16:44:00 UTC,Eastern Time (US & Canada),599799,themadcollector13,Shawn,2017-08-25 00:47:15 UTC,2019-10-30 22:56:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7638937,https://inaturalist-open-data.s3.amazonaws.com/photos/9991795/medium.jpeg,,,,1,0,FALSE,,"Falls Ridge Rd, Elliston, VA 24087, USA",37.1932196,-80.3214741,146,,,,146,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7639252,6be2b6f5-29ab-49a5-87c7-2d6b5890115e,2017/04/15 1:36 PM EDT,42840,2017-04-15 17:36:00 UTC,Eastern Time (US & Canada),599799,themadcollector13,Shawn,2017-08-25 01:11:19 UTC,2019-10-30 22:56:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7639252,https://inaturalist-open-data.s3.amazonaws.com/photos/9992396/medium.jpeg,,,,1,0,FALSE,,"Falls Ridge Rd, Elliston, VA 24087, USA",37.1932196,-80.3214741,146,,,,146,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7639539,3b1830d4-706a-448c-9832-c7b5e7f09b58,2017/04/20 8:19 AM EDT,42845,2017-04-20 12:19:00 UTC,Eastern Time (US & Canada),599799,themadcollector13,Shawn,2017-08-25 01:41:17 UTC,2019-10-30 22:56:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7639539,https://inaturalist-open-data.s3.amazonaws.com/photos/9992986/medium.jpeg,,,,1,0,FALSE,,"12 Oclock Knob Rd, Salem, VA 24153, USA",37.2288526,-80.0886527,252,,,,252,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7640201,a94a2ce4-c73a-4e6c-9a7d-f3835a0025c5,2017/04/21 9:27 AM EDT,42846,2017-04-21 13:27:00 UTC,Eastern Time (US & Canada),599799,themadcollector13,Shawn,2017-08-25 02:27:19 UTC,2019-10-30 22:55:58 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7640201,https://inaturalist-open-data.s3.amazonaws.com/photos/9993950/medium.jpeg,,,,1,0,FALSE,,"Blue Ridge Parkway, US-VA, US",36.98984782,-80.00083715,1009,,,,28476,,obscured,TRUE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7683742,2f4d1635-ff6e-4af7-b9c4-3044ca2f880f,42875.41885,42875,2017-05-20 14:03:09 UTC,Eastern Time (US & Canada),164015,owenclarkin,Owen Clarkin,2017-08-28 02:53:24 UTC,2019-10-30 19:34:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7683742,https://inaturalist-open-data.s3.amazonaws.com/photos/10066281/medium.jpeg,,,is my guess for species,2,0,FALSE,,Ottawa Greenbelt,45.335829,-75.862838,100,,,,100,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7695808,88daac7d-face-4a31-a3ad-4ae9aa4b2287,Sat May 20 2017 17:02:21 GMT-0400 (EDT),42875,2017-05-20 21:02:21 UTC,Eastern Time (US & Canada),515125,staceybrickman,,2017-08-29 02:23:19 UTC,2019-10-30 19:34:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7695808,https://inaturalist-open-data.s3.amazonaws.com/photos/10086900/medium.jpg,,,,2,0,FALSE,3,"North Grenville, North Grenville, ON, CA",44.8856,-75.65306167,,,,,,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7710182,706cd009-92f6-4b6c-8212-155177d42c61,42875.47387,42875,2017-05-20 15:22:22 UTC,Eastern Time (US & Canada),164015,owenclarkin,Owen Clarkin,2017-08-30 02:36:49 UTC,2019-10-30 19:34:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7710182,https://inaturalist-open-data.s3.amazonaws.com/photos/10110320/medium.jpeg,,,is my guess for species,3,0,FALSE,,Ottawa Greenbelt,45.338145,-75.864561,100,,,,100,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7713801,6c7845f0-c7c0-4c9b-a419-bff2368aff50,2017/04/21 9:36 AM EDT,42846,2017-04-21 13:36:00 UTC,Eastern Time (US & Canada),27635,millcreekmetroparks,MetroParks' Naturalists,2017-08-30 14:04:27 UTC,2019-10-30 22:55:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7713801,https://inaturalist-open-data.s3.amazonaws.com/photos/10115954/medium.jpg,,,,1,0,FALSE,,"Schenley, Youngstown, OH, USA",41.08528703,-80.67800403,15,,,,15,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7713802,273b33c8-61d8-431f-8acb-2e55df55ed48,2017/04/21 9:36 AM EDT,42846,2017-04-21 13:36:00 UTC,Eastern Time (US & Canada),27635,millcreekmetroparks,MetroParks' Naturalists,2017-08-30 14:04:27 UTC,2019-10-30 22:55:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7713802,https://inaturalist-open-data.s3.amazonaws.com/photos/10115956/medium.jpg,,,,1,0,FALSE,,"Schenley, Youngstown, OH, USA",41.08559433,-80.67857265,61,,,,61,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7722099,cab7f33e-d03e-4392-b9e8-0e60b93cfce6,42877.51994,42877,2017-05-22 16:28:43 UTC,Eastern Time (US & Canada),164015,owenclarkin,Owen Clarkin,2017-08-31 03:14:56 UTC,2019-10-30 19:34:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7722099,https://inaturalist-open-data.s3.amazonaws.com/photos/10130109/medium.jpeg,,,I assume the pinkish one is also T. grandiflorum...input welcome; at the base of a Butternut with Butternut canker,2,0,FALSE,,Ottawa Greenbelt,45.3334,-75.862138,100,,,,100,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7738153,b99afb77-9180-4f18-a2d7-5df1896d2399,2017/07/22 9:43 AM EDT,42938,2017-07-22 13:43:00 UTC,Eastern Time (US & Canada),392297,rfkmack08,,2017-09-01 15:35:50 UTC,2025-04-01 23:34:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7738153,https://inaturalist-open-data.s3.amazonaws.com/photos/10155425/medium.jpg,,RLP1-2017,Plot 1 Point 36,1,0,FALSE,,"Lebanon, NH, USA",43.67504167,-72.25100833,,,,,,,open,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7757915,6695a65f-8bff-48bb-9a17-6d89f36f6471,2017-09-02 4:00:00 PM EDT,42980,2017-09-02 20:00:00 UTC,Eastern Time (US & Canada),226045,joshuadoby,Joshua Doby,2017-09-03 01:57:38 UTC,2022-06-11 17:39:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7757915,https://inaturalist-open-data.s3.amazonaws.com/photos/10188119/medium.jpeg,,,,1,0,FALSE,2,"1305 N Fork Rd, Barnardsville, NC 28709, USA",35.79773416,-82.36014638,22014,,,,22014,,,FALSE,gps,gps,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7776126,8c3db1c5-1d37-4306-9f7f-2f47b6281c92,40295,40295,,Eastern Time (US & Canada),226045,joshuadoby,Joshua Doby,2017-09-04 12:58:49 UTC,2022-06-11 17:39:03 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7776126,https://inaturalist-open-data.s3.amazonaws.com/photos/10217903/medium.jpeg,,,,1,0,FALSE,,"Buncombe County, NC, USA",35.79570144,-82.37224489,2229,,,,2229,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7833195,513da69c-45f1-4aef-b1f4-00d5db45a266,2017-09-08 10:52:11 AM EDT,42986,2017-09-08 14:52:11 UTC,Eastern Time (US & Canada),603111,marykarp,Mary Ann Karp,2017-09-08 15:25:59 UTC,2024-09-18 07:19:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7833195,https://inaturalist-open-data.s3.amazonaws.com/photos/10311037/medium.jpeg,,,,3,0,FALSE,2,"7300-7398 Halseyville Rd, Trumansburg, NY 14886, USA",42.52639008,-76.63639069,,,,,,,open,FALSE,gps,gps,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7840783,01e13c11-9350-4965-af77-837d8bf8a7d1,2017/06/04 2:49 PM EDT,42890,2017-06-04 18:49:00 UTC,Eastern Time (US & Canada),601486,nperron,,2017-09-09 03:22:19 UTC,2019-10-28 23:38:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7840783,https://static.inaturalist.org/photos/10325552/medium.jpeg,,,,2,0,FALSE,,"Burritts Rapids, Ottawa, ON K0G 1B0, Canada",44.983365,-75.799148,1534,,,,1534,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7923861,5bbc48d3-c59f-4f9e-8184-e76a01c69a6d,2016/04/23 12:16 PM EDT,42483,2016-04-23 16:16:00 UTC,Eastern Time (US & Canada),42004,reuvenm,Reuven Martin,2017-09-15 00:39:46 UTC,2019-10-30 22:55:39 UTC,research,CC0,https://www.inaturalist.org/observations/7923861,https://inaturalist-open-data.s3.amazonaws.com/photos/10458692/medium.jpeg,,,,2,0,FALSE,,"Orford, Chatham-Kent, ON, Canada",42.47714351,-81.72909737,819,,,,819,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7937191,a5a20165-1a62-4dce-9a40-24d1c1f768fa,2016/05/06 10:29 AM EDT,42496,2016-05-06 14:29:00 UTC,Eastern Time (US & Canada),42004,reuvenm,Reuven Martin,2017-09-15 23:01:13 UTC,2019-10-30 19:34:28 UTC,research,CC0,https://www.inaturalist.org/observations/7937191,https://inaturalist-open-data.s3.amazonaws.com/photos/10480261/medium.jpeg,,,,2,0,FALSE,,"Harwich, Chatham-Kent, ON, Canada",42.28511105,-81.85295105,3711,,,,3711,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7966846,ed190530-c665-49fd-86e0-468dab95b772,2015/04/25 9:45 AM EDT,42119,2015-04-25 13:45:00 UTC,Eastern Time (US & Canada),107336,sasquatchbiologist,,2017-09-17 20:19:15 UTC,2019-10-30 22:55:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/7966846,https://inaturalist-open-data.s3.amazonaws.com/photos/10528141/medium.jpeg,,,,2,0,FALSE,,"Findlay, OH 45840, USA",41.0212256,-83.68801117,244,,,,244,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
7970284,45e371ff-b516-4d24-a54a-fa57e9abaf6b,Tue May 02 2017 08:47:32 GMT-0400 (EDT),42857,2017-05-02 12:47:32 UTC,Eastern Time (US & Canada),210132,kristym,Kristy Morley,2017-09-17 23:19:28 UTC,2019-10-30 19:34:23 UTC,research,CC-BY,https://www.inaturalist.org/observations/7970284,https://inaturalist-open-data.s3.amazonaws.com/photos/10534046/medium.jpg,,,,1,0,FALSE,3,"19002, Upper Dublin, PA, US",40.14825,-75.22734167,,,,,,,,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
8005558,419174fe-f5fc-4e0b-ab88-26b684161731,2017-04-15 11:08:12 AM EDT,42840,2017-04-15 15:08:12 UTC,Eastern Time (US & Canada),35327,mmwebb,Matt Webb,2017-09-20 03:25:40 UTC,2019-10-30 22:55:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/8005558,https://inaturalist-open-data.s3.amazonaws.com/photos/10593379/medium.jpeg,,,,1,0,FALSE,2,"1924-1998 Murdoch St, Pittsburgh, PA 15217, USA",40.43431854,-79.93064117,,,,,,,,FALSE,gps,gps,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
8046432,abab6af0-0f9b-419c-ad1c-585bf7199693,2017/06/03 2:52 PM EDT,42889,2017-06-03 18:52:00 UTC,Eastern Time (US & Canada),550393,kl-higgins,Kellina L. Higgins,2017-09-23 00:55:42 UTC,2019-10-28 23:38:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/8046432,https://inaturalist-open-data.s3.amazonaws.com/photos/10658094/medium.jpeg,,Trillium grandiflorum,,2,0,FALSE,,"Rigaud, QC, Canada",45.45237532,-74.2530942,50,,,,50,,open,FALSE,,,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
8061139,e6d011d1-fc8f-41a1-b4fa-9c64734aacd6,2016/05/16 11:09 AM EDT,42506,2016-05-16 15:09:00 UTC,Eastern Time (US & Canada),550393,kl-higgins,Kellina L. Higgins,2017-09-23 21:39:00 UTC,2024-05-13 12:50:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/8061139,https://inaturalist-open-data.s3.amazonaws.com/photos/10681819/medium.jpeg,,Trillium grandiflorum,,1,0,FALSE,,"Matawinie Regional County Municipality, QC, Canada",45.881904,-73.785446,50000,,,,50000,,open,FALSE,,,Trillium grandiflorum,Trillium grandiflorum,large white trillium,Plantae,55402,
8156283,a87b4cbd-e0ea-4c32-9b61-3144e7d45494,2014/05/18 3:47 PM EDT,41777,2014-05-18 19:47:00 UTC,Eastern Time (US & Canada),535068,david4176,,2017-09-28 18:49:59 UTC,2019-10-30 14:13:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/8156283,https://inaturalist-open-data.s3.amazonaws.com/photos/10799374/medium.jpeg,,,"Flower, Trillium perhaps, Mudphys Point Provincial park, Ontario.",3,0,FALSE,,"Tay Valley, ON, Canada",44.77883265,-76.22315933,48,,,,48,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
8175043,63f2c58a-bdcb-4db5-ae6d-b07c2befdf67,Mon May 02 2016 16:14:42 GMT-0400 (EDT),42492,2016-05-02 20:14:42 UTC,Eastern Time (US & Canada),601776,loryn_rader,,2017-09-29 22:11:38 UTC,2017-10-20 01:00:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/8175043,https://inaturalist-open-data.s3.amazonaws.com/photos/10826800/medium.jpg,,,,1,0,FALSE,3,"Appalachian State University, Boone, NC, US",36.2143732,-81.68749771,134,,,,134,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
8208537,fbc79125-8bcf-47ef-9a24-c22a57fab7b7,Sun Oct 01 2017 13:57:32 GMT-0400 (EDT),43009,2017-10-01 17:57:32 UTC,Eastern Time (US & Canada),633819,taylorwade17,,2017-10-01 20:33:19 UTC,2019-10-31 18:30:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/8208537,https://inaturalist-open-data.s3.amazonaws.com/photos/10875846/medium.jpg,,,🏃🏼‍♀️,3,0,FALSE,3,"2063–2091 Elmhurst Ave, Oakville, ON, CA",43.47379885,-79.64475358,7459,,,,7459,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
8261790,95538abc-361f-4fee-8cce-9ae3b21321dc,2013/04/22 6:32 PM EDT,41386,2013-04-22 22:32:00 UTC,Eastern Time (US & Canada),42004,reuvenm,Reuven Martin,2017-10-05 00:04:31 UTC,2019-10-30 22:55:17 UTC,research,CC0,https://www.inaturalist.org/observations/8261790,https://inaturalist-open-data.s3.amazonaws.com/photos/10956282/medium.jpeg,,,,2,0,FALSE,,"Mississauga, ON, Canada",43.55185626,-79.65287447,115,,,,115,,,FALSE,,,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
