id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_state_name,place_country_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:phytoplasma infection?
12190425,2018/05/05 8:50 AM EDT,2018-05-05,2018-05-05 12:50:00 UTC,Eastern Time (US & Canada),756879,cc94,Charleen,2018-05-06 11:02:53 UTC,2019-10-30 19:19:13 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/12190425,https://inaturalist-open-data.s3.amazonaws.com/photos/17507629/medium.jpg,,"",,1,0,false,,"Somerset County, PA, USA",40.0698666667,-79.2619333333,5,,,,5,,,false,,,Pennsylvania,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12190544,Sat May 05 2018 17:28:09 GMT-0400 (EDT),2018-05-05,2018-05-05 21:28:09 UTC,Eastern Time (US & Canada),886735,susannahe,,2018-05-06 11:08:56 UTC,2019-10-30 19:19:08 UTC,research,,https://www.inaturalist.org/observations/12190544,https://static.inaturalist.org/photos/17507914/medium.jpg,,"",,2,0,false,3,"208 S Great Rd, Lincoln, MA, US",42.4084276893,-71.3303706609,10,,,,10,,,false,,,Massachusetts,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12191544,Sat May 05 2018 08:59:59 GMT-0400 (EDT),2018-05-05,2018-05-05 12:59:59 UTC,Eastern Time (US & Canada),104942,sarahb,Sarah Bonnett,2018-05-06 12:18:13 UTC,2019-01-01 19:52:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12191544,https://inaturalist-open-data.s3.amazonaws.com/photos/17510961/medium.jpeg,,"","",3,0,false,3,"St. Thomas, St. Thomas, ON, CA",42.75158,-81.206895,1414,,,,1414,,,false,,,,Canada,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12191612,2018-05-05 4:39:40 PM EDT,2018-05-05,2018-05-05 20:39:40 UTC,Eastern Time (US & Canada),369892,edgarallenhoopoe,Brad Walker,2018-05-06 12:21:43 UTC,2019-10-30 19:19:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12191612,https://inaturalist-open-data.s3.amazonaws.com/photos/17509784/medium.jpeg,,"",,1,0,false,2,"Huckleberry Swamp Trail, Lyons, NY 14489, USA",43.1714744568,-76.9464111328,,,,,,,,false,gps,gps,New York,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12191735,Sun May 06 2018 08:28:02 GMT-0400 (EDT),2018-05-06,2018-05-06 12:28:02 UTC,Eastern Time (US & Canada),753496,tonyjackson,,2018-05-06 12:29:06 UTC,2019-10-30 19:18:56 UTC,research,,https://www.inaturalist.org/observations/12191735,https://static.inaturalist.org/photos/17510003/medium.jpg,,"",,1,0,false,3,"Cuyahoga Valley, Peninsula, OH, US",41.2185182562,-81.5348523763,50,,,,50,,,false,,,Ohio,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12192408,2018/05/05 12:31 PM EDT,2018-05-05,2018-05-05 16:31:00 UTC,Eastern Time (US & Canada),3181,paultavares,Paul Tavares,2018-05-06 13:03:43 UTC,2019-01-01 19:52:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12192408,https://inaturalist-open-data.s3.amazonaws.com/photos/17511077/medium.jpg,,"White Trillium, Trillium grandiflorum","RBG Arboretum, Hamilton, ON, Canada",2,0,false,,"RBG Arboretum, Hamilton, ON, Canada",43.2813055556,-79.9017777778,30,,,,30,,,false,,,,Canada,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12192566,2018/05/04 1:31 PM EDT,2018-05-04,2018-05-04 17:31:00 UTC,Eastern Time (US & Canada),320666,tkoffel,Thomas Koffel,2018-05-06 13:11:24 UTC,2019-10-30 19:18:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12192566,https://inaturalist-open-data.s3.amazonaws.com/photos/17511190/medium.jpeg,,"","",1,0,false,,"Kalamazoo, Michigan, United States",42.4062330556,-85.4033497222,,,,,,,,false,,,Michigan,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12192629,2012/04/11 12:10 PM EDT,2012-04-11,2012-04-11 16:10:00 UTC,Eastern Time (US & Canada),3181,paultavares,Paul Tavares,2018-05-06 13:14:55 UTC,2019-01-01 20:00:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12192629,https://inaturalist-open-data.s3.amazonaws.com/photos/17511440/medium.jpg,,"White Trillium, Trillium grandiflorum","Eramosa Karst Conservation Area, ON, Canada",2,0,false,,"Eramosa Karst Conservation Area, ON, Canada",43.1840555556,-79.8031666667,50,,,,50,,,false,,,,Canada,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12192656,2018/05/06 7:31 AM EDT,2018-05-06,2018-05-06 11:31:00 UTC,Eastern Time (US & Canada),416201,jemredwood,Joanne Redwood,2018-05-06 13:16:17 UTC,2019-10-30 19:18:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12192656,https://inaturalist-open-data.s3.amazonaws.com/photos/17511484/medium.jpeg,,"",,2,0,false,,"LaSalle Park, Aldershot, Burlington, ON, Canada",43.3036583333,-79.84056,,,,,,,,false,,,,Canada,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12192882,2018-05-06 9:28:07 AM EDT,2018-05-06,2018-05-06 13:28:07 UTC,Eastern Time (US & Canada),261988,ggpauly,George Pauly,2018-05-06 13:29:06 UTC,2019-10-30 19:18:46 UTC,research,CC0,https://www.inaturalist.org/observations/12192882,https://inaturalist-open-data.s3.amazonaws.com/photos/17511913/medium.jpeg,,"",,1,0,false,2,"100-426 W Shoaff Rd, Huntertown, IN 46748, USA",41.25000787,-85.14170578,6,,,,6,,,false,,,Indiana,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12193026,2018/05/04 1:35 PM EDT,2018-05-04,2018-05-04 17:35:00 UTC,Eastern Time (US & Canada),320666,tkoffel,Thomas Koffel,2018-05-06 13:36:58 UTC,2019-10-30 19:18:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12193026,https://inaturalist-open-data.s3.amazonaws.com/photos/17511752/medium.jpeg,,"","",1,0,false,,"South Gull Lake, MI, USA",42.4062313889,-85.4032730556,,,,,,,,false,,,Michigan,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12193225,2018/05/05 11:55 AM EDT,2018-05-05,2018-05-05 15:55:00 UTC,Eastern Time (US & Canada),46821,lepalot,Curt Lehman,2018-05-06 13:47:29 UTC,2019-10-30 19:18:30 UTC,research,,https://www.inaturalist.org/observations/12193225,https://static.inaturalist.org/photos/17512428/medium.jpeg,,"","",1,0,false,,"Butler County, PA, USA",41.0655702256,-80.088365972,4,,,,4,,,false,,,Pennsylvania,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12193547,Sun May 06 2018 10:02:08 GMT-0400 (EDT),2018-05-06,2018-05-06 14:02:08 UTC,Eastern Time (US & Canada),534832,noflickster,Mike Powers,2018-05-06 14:02:36 UTC,2019-10-30 19:18:26 UTC,research,CC-BY-NC-SA,https://www.inaturalist.org/observations/12193547,https://inaturalist-open-data.s3.amazonaws.com/photos/17512996/medium.jpg,,"",,1,0,false,3,"14845, Horseheads, NY, US",42.2089017649,-76.8387177867,5,,,,5,,,false,,,New York,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12194027,Sun May 06 2018 10:21:18 GMT-0400 (EDT),2018-05-06,2018-05-06 14:21:18 UTC,Eastern Time (US & Canada),131851,lgilbert,Linda Gilbert,2018-05-06 14:22:03 UTC,2019-10-30 19:18:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12194027,https://inaturalist-open-data.s3.amazonaws.com/photos/17617036/medium.jpg,,sr,"",1,0,false,3,"Ohio, US",41.5715563819,-81.2282167053,10,,,,27785,obscured,,true,,,Ohio,United States,Large White Trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12196413,Sun May 06 2018 11:48:53 GMT-0400 (EDT),2018-05-06,2018-05-06 15:48:53 UTC,Eastern Time (US & Canada),410711,aussieoh,David E Hague,2018-05-06 15:49:14 UTC,2019-10-30 19:18:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12196413,https://inaturalist-open-data.s3.amazonaws.com/photos/17518421/medium.jpg,,"",,1,0,false,3,"8960 Hill Rd S, Pickerington, OH, US",39.8628320033,-82.7521643882,22,,,,22,,,false,,,Ohio,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12196755,Sun May 06 2018 11:59:13 GMT-0400 (EDT),2018-05-06,2018-05-06 15:59:13 UTC,Eastern Time (US & Canada),807656,mikemian,,2018-05-06 15:59:17 UTC,2019-09-13 00:51:26 UTC,research,,https://www.inaturalist.org/observations/12196755,https://static.inaturalist.org/photos/17761148/medium.jpg,,"",,2,0,false,3,"28792, Hendersonville, NC, US",35.4600768595,-82.3667622896,24,,,,24,,,false,,,North Carolina,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12196913,Sun May 06 2018 11:03:01 GMT-0500 (CDT),2018-05-06,2018-05-06 16:03:01 UTC,Central Time (US & Canada),37643,astake,"",2018-05-06 16:03:12 UTC,2019-10-30 19:18:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12196913,https://inaturalist-open-data.s3.amazonaws.com/photos/17519122/medium.jpg,,"",,1,0,false,3,"Daniel Wright Forest Preserve, Vernon Hills, IL, US",42.2199683078,-87.9270224088,5,,,,5,,,false,,,Illinois,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12197118,2018-05-05 12:31:58 PM EDT,2018-05-05,2018-05-05 16:31:58 UTC,Eastern Time (US & Canada),652707,emilystacy,Emily Stacy,2018-05-06 16:09:49 UTC,2019-10-30 19:18:08 UTC,research,,https://www.inaturalist.org/observations/12197118,https://static.inaturalist.org/photos/17519486/medium.jpeg,,"",,2,0,false,2,"Captain Cootes Trail, Dundas, ON L9H 5Y6, Canada",43.2814585513,-79.9024318904,688,,,,688,,,false,gps,gps,,Canada,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12197310,Sun May 06 2018 12:15:30 GMT-0400 (EDT),2018-05-06,2018-05-06 16:15:30 UTC,Eastern Time (US & Canada),859752,brookeelainelee,,2018-05-06 16:15:45 UTC,2019-10-30 19:18:04 UTC,research,,https://www.inaturalist.org/observations/12197310,https://static.inaturalist.org/photos/17519819/medium.jpg,,"",,2,0,false,3,"Newark, OH  43055, Newark, OH, US",40.0534858928,-82.2310686764,5,,,,5,,,false,,,Ohio,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12197565,Sun May 06 2018 12:26:20 GMT-0400 (EDT),2018-05-06,2018-05-06 16:26:20 UTC,Eastern Time (US & Canada),510403,jeremyhatt,,2018-05-06 16:26:31 UTC,2019-01-01 19:52:18 UTC,research,,https://www.inaturalist.org/observations/12197565,https://static.inaturalist.org/photos/17520307/medium.jpg,,"",,3,0,false,3,"Leamington, Leamington, ON, CA",42.0786373504,-82.4915021193,5,,,,5,,,false,,,,Canada,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12197818,2018-05-06 12:21:02 PM EDT,2018-05-06,2018-05-06 16:21:02 UTC,Eastern Time (US & Canada),627288,shelbymacbeth,"",2018-05-06 16:34:38 UTC,2022-07-31 15:40:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12197818,https://inaturalist-open-data.s3.amazonaws.com/photos/17520738/medium.jpeg,,"",,2,0,false,2,"Penetanguishene, ON L9M 2H7, Canada",44.7508495028,-80.0191287696,2752,,,,2752,,,false,gps,gps,,Canada,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12198180,Sun May 06 2018 12:47:01 GMT-0400 (EDT),2018-05-06,2018-05-06 16:47:01 UTC,Eastern Time (US & Canada),937230,ariana18,Ariana Starkman,2018-05-06 16:47:13 UTC,2019-10-30 14:03:23 UTC,research,,https://www.inaturalist.org/observations/12198180,https://static.inaturalist.org/photos/17521337/medium.jpg,,"",,2,0,false,3,"Cuyahoga Valley, Northfield, OH, US",41.2767969584,-81.5389639512,10,,,,10,,,false,,,Ohio,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12198678,Sun May 06 2018 12:53:21 GMT-0400 (EDT),2018-05-06,2018-05-06 16:53:21 UTC,Eastern Time (US & Canada),916058,wandringa,,2018-05-06 17:01:53 UTC,2019-10-30 14:00:48 UTC,research,,https://www.inaturalist.org/observations/12198678,https://static.inaturalist.org/photos/17522108/medium.jpg,,"",,2,0,false,3,"Madison County, US-NY, US",42.9110050109,-75.834383145,5,,,,5,,,false,,,New York,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12199067,Sun May 06 2018 09:30:51 GMT-0500 (CDT),2018-05-06,2018-05-06 14:30:51 UTC,Central Time (US & Canada),68132,jackassgardener,Robb Telfer,2018-05-06 17:12:43 UTC,2019-10-30 14:00:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12199067,https://inaturalist-open-data.s3.amazonaws.com/photos/17522751/medium.jpg,,"",,1,0,false,3,"21950 N Riverwoods Rd, Riverwoods, IL, US",42.1778216667,-87.9133216667,5,,,,5,,,false,,,Illinois,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12199681,2018-05-06 1:28:55 PM EDT,2018-05-06,2018-05-06 17:28:55 UTC,Eastern Time (US & Canada),853026,dannyisamazing,,2018-05-06 17:29:26 UTC,2019-10-30 14:00:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12199681,https://inaturalist-open-data.s3.amazonaws.com/photos/17523958/medium.jpeg,,"",,1,0,false,2,"9420 Robinson Rd, Chardon, OH 44024, USA",41.61567293,-81.2067503,7,,,,7,,,false,,,Ohio,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12199783,Sun May 06 2018 13:30:54 GMT-0400 (EDT),2018-05-06,2018-05-06 17:30:54 UTC,Eastern Time (US & Canada),652878,zperez,,2018-05-06 17:31:29 UTC,2019-10-30 13:19:35 UTC,research,,https://www.inaturalist.org/observations/12199783,https://static.inaturalist.org/photos/17524090/medium.jpg,,"",,2,0,false,3,"Cuyahoga Valley, Walton Hills, OH, US",41.3759228369,-81.5661717543,12,,,,12,,,false,,,Ohio,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12200537,Sun May 06 2018 13:48:24 GMT-0400 (EDT),2018-05-06,2018-05-06 17:48:24 UTC,Eastern Time (US & Canada),499010,fungaubs,,2018-05-06 17:48:57 UTC,2019-03-09 01:16:57 UTC,research,,https://www.inaturalist.org/observations/12200537,https://static.inaturalist.org/photos/17525279/medium.jpg,,"",,1,0,false,3,"158 Clapboard Ridge Rd, Greenwich, CT, US",41.0729,-73.6431966667,128,,,,128,,,false,,,Connecticut,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12200578,Sun May 06 2018 13:49:57 GMT-0400 (EDT),2018-05-06,2018-05-06 17:49:57 UTC,Eastern Time (US & Canada),893019,travelgirl55,Liz Begley,2018-05-06 17:50:06 UTC,2019-10-30 13:19:15 UTC,research,CC0,https://www.inaturalist.org/observations/12200578,https://inaturalist-open-data.s3.amazonaws.com/photos/17531402/medium.jpg,,"",,1,0,false,3,"Tompkins County, US-NY, US",42.5428985199,-76.6021036171,10,,,,10,,,false,,,New York,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12201813,Sun May 06 2018 14:19:39 GMT-0400 (EDT),2018-05-06,2018-05-06 18:19:39 UTC,Eastern Time (US & Canada),237566,user567,"",2018-05-06 18:23:30 UTC,2019-10-30 13:19:10 UTC,research,,https://www.inaturalist.org/observations/12201813,https://static.inaturalist.org/photos/17527411/medium.jpg,,"",,2,0,false,3,"Saint Marys, OH  45885, Saint Marys, OH, US",40.6080033333,-84.3630533333,5,,,,5,,,false,,,Ohio,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12203815,Sun May 06 2018 15:13:10 GMT-0400 (EDT),2018-05-06,2018-05-06 19:13:10 UTC,Eastern Time (US & Canada),873093,nathane,,2018-05-06 19:13:24 UTC,2019-10-30 13:19:06 UTC,research,,https://www.inaturalist.org/observations/12203815,https://static.inaturalist.org/photos/17531001/medium.jpg,,"",,1,0,false,3,"Lisbon, OH  44432, Lisbon, OH, US",40.8200960141,-80.8280579467,5,,,,5,,,false,,,Ohio,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12204619,Sun May 06 2018 15:30:55 GMT-0400 (EDT),2018-05-06,2018-05-06 19:30:55 UTC,Eastern Time (US & Canada),892209,brianjoyner,Brian Joyner,2018-05-06 19:32:13 UTC,2019-10-30 13:18:59 UTC,research,,https://www.inaturalist.org/observations/12204619,https://static.inaturalist.org/photos/17532448/medium.jpg,,"",,1,0,false,3,"Brown County State Park, Nashville, IN, US",39.1582818073,-86.2453385759,32,,,,32,,,false,,,Indiana,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12204948,Fri May 04 2018 09:00:37 GMT-0500 (CDT),2018-05-04,2018-05-04 14:00:37 UTC,Central Time (US & Canada),37031,sedge,Paul Marcum,2018-05-06 19:41:23 UTC,2019-10-30 13:18:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12204948,https://inaturalist-open-data.s3.amazonaws.com/photos/17533010/medium.jpg,,"",,1,0,false,3,"2825–3099 Davis Memorial Rd, Peebles, OH, US",38.9402,-83.3553383333,20,,,,20,,,false,,,Ohio,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12205114,Sun May 06 2018 15:45:47 GMT-0400 (EDT),2018-05-06,2018-05-06 19:45:47 UTC,Eastern Time (US & Canada),942958,flowerblossom,,2018-05-06 19:46:04 UTC,2019-10-30 13:18:51 UTC,research,,https://www.inaturalist.org/observations/12205114,https://static.inaturalist.org/photos/17533335/medium.jpg,,"",,1,0,false,3,"4574 Rohrway Ave NW, Massillon, OH, US",40.847308198,-81.5229067393,5,,,,5,,,false,,,Ohio,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12206206,Sun May 06 2018 16:12:15 GMT-0400 (EDT),2018-05-06,2018-05-06 20:12:15 UTC,Eastern Time (US & Canada),900075,rschutt,,2018-05-06 20:12:34 UTC,2019-10-30 13:18:46 UTC,research,,https://www.inaturalist.org/observations/12206206,https://static.inaturalist.org/photos/17535408/medium.jpg,,"",,1,0,false,3,"North Chagrin Reservation, Willoughby Hills, OH, US",41.5810444113,-81.4197873697,10,,,,10,,,false,,,Ohio,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12206572,2018/05/05 3:37 PM ,2018-05-05,2018-05-05 19:37:00 UTC,Eastern Time (US & Canada),524697,shane5767,,2018-05-06 20:20:32 UTC,2018-06-08 10:19:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12206572,https://inaturalist-open-data.s3.amazonaws.com/photos/17535837/medium.jpeg,,"",,2,0,false,,"Kettering, OH, USA",39.7129971592,-84.1817951202,122,,,,122,,,false,,,Ohio,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12208094,2018/05/06 4:55 PM EDT,2018-05-06,2018-05-06 20:55:00 UTC,Eastern Time (US & Canada),237123,mattnusstein,Matt Nusstein,2018-05-06 20:57:43 UTC,2020-08-14 23:48:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12208094,https://inaturalist-open-data.s3.amazonaws.com/photos/17539058/medium.jpg,,"","",1,0,false,,"Erie County, NY, USA",42.6033211488,-79.1161108017,31,,,,31,,,false,,,New York,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12208612,Sun May 06 2018 16:12:25 GMT-0500 (CDT),2018-05-06,2018-05-06 21:12:25 UTC,Central Time (US & Canada),259126,mquirk,,2018-05-06 21:12:37 UTC,2019-09-19 03:09:57 UTC,research,,https://www.inaturalist.org/observations/12208612,https://static.inaturalist.org/photos/17540074/medium.jpg,,"",,2,0,false,3,"Duluth, MN  55810, Duluth, MN, US",46.6795978571,-92.2540519944,64,,,,64,,,false,,,Minnesota,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12208887,Thu May 03 2018 14:31:25 GMT-0400 (EDT),2018-05-03,2018-05-03 18:31:25 UTC,Eastern Time (US & Canada),787646,cstretch01,,2018-05-06 21:21:21 UTC,2019-10-30 13:18:29 UTC,research,,https://www.inaturalist.org/observations/12208887,https://static.inaturalist.org/photos/17540602/medium.jpg,,"",Old Rag Fire Road below Robertson Mtn,1,0,false,3,"Madison County, Shenandoah National Park, Shenandoah, US-VA, US",38.554771844,-78.3324667263,48,,,,48,,,false,,,Virginia,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12209270,2018-05-06 2:13:18 PM EDT,2018-05-06,2018-05-06 18:13:18 UTC,Eastern Time (US & Canada),600928,driley,Dan Riley,2018-05-06 21:31:19 UTC,2019-10-30 13:18:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12209270,https://static.inaturalist.org/photos/17541219/medium.jpeg,,"",,2,0,false,2,"Unnamed Road, Wheatley, ON N0P 2P0, Canada",41.9294433594,-82.5091629028,,,,,,,,false,gps,gps,,Canada,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12209549,2018-05-06 2:08:03 PM EDT,2018-05-06,2018-05-06 18:08:03 UTC,Eastern Time (US & Canada),919457,margaret57,Margaret Northfield,2018-05-06 21:36:24 UTC,2019-10-30 13:18:20 UTC,research,,https://www.inaturalist.org/observations/12209549,https://static.inaturalist.org/photos/17541553/medium.jpeg,,"",,2,0,false,2,"2021 York Rd, Niagara-on-the-Lake, ON L0S 1J0, Canada",43.1580238342,-79.0605926514,,,,,,,,false,gps,gps,,Canada,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12209871,2018-05-06 5:36:35 PM EDT,2018-05-06,2018-05-06 21:36:35 UTC,Eastern Time (US & Canada),676581,timlape,,2018-05-06 21:41:58 UTC,2019-10-30 13:18:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12209871,https://inaturalist-open-data.s3.amazonaws.com/photos/17542020/medium.jpeg,,"",,1,0,false,2,"41 Whitehouse Dr, Rochester, NY 14616, USA",43.21001533,-77.64466313,6,,,,6,,,false,,,New York,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12210327,Sun May 06 2018 17:15:31 GMT-0400 (EDT),2018-05-06,2018-05-06 21:15:31 UTC,Eastern Time (US & Canada),783015,benscoyvan,,2018-05-06 21:51:17 UTC,2019-10-30 13:18:10 UTC,research,,https://www.inaturalist.org/observations/12210327,https://static.inaturalist.org/photos/17542662/medium.jpg,,"",,1,0,false,3,"284 N Countryside Dr, Ashland, OH, US",40.8538726698,-82.3123022643,71,,,,71,,,false,,,Ohio,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12210497,Sat May 05 2018 10:51:08 GMT-0400 (EDT),2018-05-05,2018-05-05 14:51:08 UTC,Eastern Time (US & Canada),887641,rtyrie,Robert Tyrie,2018-05-06 21:53:58 UTC,2019-10-30 13:18:06 UTC,research,,https://www.inaturalist.org/observations/12210497,https://static.inaturalist.org/photos/17542856/medium.jpg,,"",,2,0,false,3,"Lions Valley Park, Oakville, ON, CA",43.4586475489,-79.7496590802,366,,,,366,,,false,,,,Canada,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12210864,2018-05-06 6:05:20 PM EDT,2018-05-06,2018-05-06 22:05:20 UTC,Eastern Time (US & Canada),244249,anne17,Anne Martin,2018-05-06 22:05:40 UTC,2019-10-30 13:18:01 UTC,research,,https://www.inaturalist.org/observations/12210864,https://static.inaturalist.org/photos/17543627/medium.jpeg,,"",,2,0,false,2,"2838-2868 Dunbarton Ave NW, Canton, OH 44708, USA",40.8228201,-81.4510003,86,,,,86,,,false,,,Ohio,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12211107,2018/05/06 9:53 AM ChST,2018-05-06,2018-05-05 23:53:00 UTC,Guam,126404,juliaschwierking,Julia Schwierking,2018-05-06 22:12:13 UTC,2019-10-30 13:17:57 UTC,research,,https://www.inaturalist.org/observations/12211107,https://static.inaturalist.org/photos/17543815/medium.jpeg,,"",,1,0,false,,"Lawrence County, PA, USA",40.9562631188,-80.1701277931,187,,,,187,,,false,,,Pennsylvania,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12211463,2018-05-06 2:37:14 PM EDT,2018-05-06,2018-05-06 18:37:14 UTC,Eastern Time (US & Canada),616892,dbarrett,"",2018-05-06 22:21:42 UTC,2019-10-30 13:17:52 UTC,research,CC-BY,https://www.inaturalist.org/observations/12211463,https://inaturalist-open-data.s3.amazonaws.com/photos/17544464/medium.jpeg,,"",,2,0,false,2,"Captain Cootes Trail, Dundas, ON L9H 5Y6, Canada",43.2811126709,-79.9019470215,,,,,,,,false,gps,gps,,Canada,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12211695,Sat May 05 2018 17:10:49 GMT-0400 (EDT),2018-05-05,2018-05-05 21:10:49 UTC,Eastern Time (US & Canada),528232,seabrookeleckie,"",2018-05-06 22:29:11 UTC,2019-10-30 13:17:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12211695,https://inaturalist-open-data.s3.amazonaws.com/photos/17544909/medium.jpg,,"",,2,0,false,3,"106 Duncan St, Drummond/North Elmsley, ON, CA",44.9029708911,-76.0958530207,305,,,,305,,,false,,,,Canada,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12212297,2018-05-05 4:59:26 PM EDT,2018-05-05,2018-05-05 20:59:26 UTC,Eastern Time (US & Canada),793632,valene,Valene Davis,2018-05-06 22:46:08 UTC,2019-09-02 16:56:17 UTC,research,,https://www.inaturalist.org/observations/12212297,https://static.inaturalist.org/photos/17545824/medium.jpeg,,"",,2,0,false,2,"Slippery Rock Township, PA, USA",40.9320033086,-80.2333460748,2752,,,,2752,,,false,gps,gps,Pennsylvania,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12212338,2018/05/05 7:02 PM EDT,2018-05-05,2018-05-05 23:02:00 UTC,Eastern Time (US & Canada),320666,tkoffel,Thomas Koffel,2018-05-06 22:47:17 UTC,2019-10-30 13:17:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12212338,https://inaturalist-open-data.s3.amazonaws.com/photos/17541139/medium.jpeg,,"","",1,0,false,,"Kalamazoo, Michigan, United States",42.3687580556,-85.3969797222,,,,,,,,false,,,Michigan,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
12212352,2018/05/05 7:23 PM EDT,2018-05-05,2018-05-05 23:23:00 UTC,Eastern Time (US & Canada),320666,tkoffel,Thomas Koffel,2018-05-06 22:47:33 UTC,2019-10-30 13:17:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/12212352,https://inaturalist-open-data.s3.amazonaws.com/photos/17541760/medium.jpeg,,"","",1,0,false,,"Kalamazoo County, MI, USA",42.3686630608,-85.396330297,62,,,,62,,,false,,,Michigan,United States,large white trillium,Trillium grandiflorum,large white trillium,Plantae,55402,
